ID,DestAct,NbTransf,TimePT,WalkingTimePT,WaitingTimePT,CostPT,CostCar,TimeCar,NbHousehold,NbChild,NbCar,NbMoto,NbBicy,NbBicyChild,NbComp,NbTV,Internet,NewsPaperSubs,NbCellPhones,NbSmartPhone,HouseType,OwnHouse,NbRoomsHouse,YearsInHouse,Income,Gender,BirthYear,Mothertongue,FamilSitu,OccupStat,SocioProfCat,CalculatedIncome,Education,HalfFareST,LineRelST,GenAbST,AreaRelST,OtherST,CarAvail,MarginalCostPT,CostCarCHF,Envir01,Envir02,Envir03,Envir04,Envir05,Envir06,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27,ResidCh01,ResidCh02,ResidCh03,ResidCh04,ResidCh05,ResidCh06,ResidCh07,LifSty01,LifSty02,LifSty03,LifSty04,LifSty05,LifSty06,LifSty07,LifSty08,LifSty09,LifSty10,LifSty11,LifSty12,LifSty13,LifSty14,TripPurpose,TypeCommune,UrbRur,LangCode,ClassifCodeLine,frequency,ResidChild,NbTrajects,FreqCarPar,FreqTrainPar,FreqOtherPar,FreqTripHouseh,Region,distance_km,Choice,InVehicleTime,ModeToSchool,ReportedDuration,CoderegionCAR,age,Weight
42270907,1.0,0,16,16,0,0.0,0.22,3,5.0,3.0,2.0,0.0,5.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,7.5,3.0,5.0,1.0,1976.0,1.0,3.0,1.0,3.0,9000.0,4.0,2,2,2,2,2,1.0,0.0,0.32,2.0,2.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,5.0,4.0,3.0,5.0,3.0,3.0,5.0,3.0,2.0,4.0,6.0,4.0,1.0,5.0,2.0,1.0,6.0,6.0,3.0,4.0,4.0,2.0,1.0,1.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,5.0,3.0,3.0,2.0,4.0,5.0,2.0,1.0,7,1,2,4,3,5.0,1,4.0,2.0,1.0,3.0,5,1.6,1.0,0.0,3.0,5.0,5,34.0,0.000258025
42270908,7.0,0,10,10,0,0.0,0.2,2,5.0,3.0,2.0,0.0,5.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,7.5,3.0,5.0,2.0,1978.0,1.0,3.0,6.0,8.0,9000.0,3.0,2,2,2,2,2,1.0,0.0,0.29,1.0,3.0,2.0,2.0,3.0,4.0,6.0,6.0,6.0,3.0,6.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,5.0,2.0,5.0,3.0,3.0,3.0,6.0,6.0,6.0,5.0,3.0,1.0,6.0,6.0,1.0,1.0,3.0,3.0,1.0,1.0,5.0,3.0,3.0,5.0,3.0,6.0,1.0,,3.0,6.0,3.0,1.0,5.0,5.0,4.0,3.0,7,1,2,4,3,5.0,2,3.0,2.0,2.0,2.0,5,1.2,1.0,0.0,5.0,40.0,5,32.0,0.00087004
42270995,10.0,0,2,0,0,0.0,0.12,0,4.0,2.0,1.0,1.0,3.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,5.0,5.0,3.0,1.0,1974.0,1.0,3.0,2.0,2.0,5000.0,6.0,1,2,2,1,2,1.0,2.2,0.17,4.0,3.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,4.0,2.0,4.0,1.0,5.0,1.0,1.0,2.0,5.0,3.0,5.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,5.0,5.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,5.0,2.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,7,1,2,4,3,5.0,2,4.0,2.0,1.0,3.0,5,0.6,2.0,2.0,2.0,60.0,5,36.0,0.000258025
42270996,1.0,4,113,30,12,14.8,5.57,69,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,1.0,1.0,5.0,5.0,4.0,2.0,1971.0,1.0,3.0,2.0,6.0,7000.0,3.0,1,2,2,1,2,1.0,7.4,7.98,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,4.0,5.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,3.0,2.0,5.0,4.0,3.0,5.0,4.0,4.0,2.0,3.0,3.0,3.0,1.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,1.0,7,1,2,4,3,5.0,2,3.0,2.0,3.0,3.0,5,53.0,0.0,71.0,5.0,132.0,5,39.0,0.00087004
42271015,1.0,4,172,83,26,24.5,4.26,60,1.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,,,3.0,2.0,1967.0,1.0,1.0,1.0,8.0,5000.0,6.0,2,2,2,2,2,1.0,24.5,6.1,2.0,4.0,4.0,1.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,5.0,2.0,4.0,6.0,5.0,2.0,3.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,3.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,1.0,3.0,2.0,5.0,2.0,5.0,2.0,7,1,2,4,3,5.0,3,1.0,2.0,3.0,3.0,5,40.0,0.0,63.0,3.0,95.0,5,43.0,9.82e-05
42271067,1.0,0,98,79,0,5.4,1.76,22,2.0,1.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,2.0,4.0,7.0,2.0,2.0,1968.0,1.0,4.0,2.0,6.0,3250.0,3.0,2,2,2,2,2,1.0,5.4,2.52,1.0,1.0,4.0,3.0,3.0,5.0,5.0,1.0,5.0,6.0,1.0,3.0,5.0,4.0,6.0,6.0,6.0,3.0,5.0,5.0,6.0,3.0,6.0,1.0,5.0,1.0,5.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,5.0,2.0,4.0,5.0,1.0,3.0,3.0,1.0,5.0,1.0,1.0,2.0,1.0,5.0,5.0,1.0,7,1,2,4,3,2.0,2,4.0,1.0,1.0,3.0,5,14.0,1.0,19.0,4.0,20.0,5,42.0,0.000367986
42271092,1.0,2,96,26,5,14.8,5.67,72,3.0,0.0,2.0,4.0,2.0,0.0,2.0,5.0,1.0,1.0,3.0,0.0,1.0,1.0,5.0,5.0,5.0,2.0,1967.0,1.0,5.0,2.0,6.0,9000.0,3.0,2,2,2,1,2,1.0,0.0,8.13,1.0,1.0,4.0,4.0,3.0,4.0,3.0,4.0,6.0,5.0,4.0,4.0,4.0,2.0,3.0,6.0,4.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,2.0,2.0,5.0,5.0,1.0,1.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,3.0,4.0,5.0,5.0,2.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,1.0,7,1,2,4,3,5.0,2,2.0,3.0,3.0,3.0,5,53.0,0.0,65.0,5.0,77.0,5,43.0,0.000367986
42271144,4.0,2,54,28,3,6.4,1.32,18,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,55.0,2.0,2.0,1949.0,1.0,1.0,9.0,8.0,3250.0,4.0,1,2,2,1,2,3.0,3.2,1.89,5.0,4.0,2.0,1.0,4.0,5.0,3.0,6.0,4.0,6.0,6.0,3.0,3.0,3.0,3.0,6.0,4.0,1.0,6.0,6.0,6.0,3.0,6.0,1.0,4.0,4.0,3.0,5.0,4.0,5.0,6.0,4.0,4.0,2.0,4.0,4.0,3.0,1.0,1.0,6.0,4.0,1.0,5.0,3.0,6.0,3.0,1.0,6.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,7,1,2,4,3,5.0,2,1.0,2.0,2.0,1.0,5,11.0,0.0,23.0,3.0,28.0,5,61.0,9.82e-05
42271192,1.0,4,162,64,14,25.0,5.45,66,4.0,2.0,1.0,0.0,6.0,3.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,1.0,4.0,10.0,4.0,1.0,1969.0,1.0,3.0,1.0,6.0,7000.0,3.0,1,2,2,1,2,1.0,12.5,7.81,5.0,5.0,4.0,3.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,1.0,5.0,4.0,5.0,2.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,2.0,1.0,3.0,3.0,3.0,5.0,5.0,3.0,1.0,2.0,5.0,2.0,2.0,5.0,4.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,1.0,7,1,2,4,3,5.0,2,1.0,2.0,2.0,3.0,5,53.0,0.0,84.0,5.0,124.0,5,41.0,0.000409116
42271271,1.0,0,10,10,0,0.0,0.08,0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,35.0,5.0,1.0,1948.0,1.0,3.0,1.0,3.0,9000.0,3.0,2,2,2,2,2,1.0,0.0,0.11,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,6.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,7,1,2,4,3,5.0,2,2.0,2.0,3.0,3.0,5,0.8,2.0,0.0,5.0,10.0,5,62.0,0.000409116
42271271,1.0,0,10,10,0,0.0,0.08,0,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,35.0,5.0,1.0,1948.0,1.0,3.0,1.0,3.0,9000.0,3.0,2,2,2,2,2,1.0,0.0,0.11,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,6.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,1.0,7,1,2,4,3,5.0,2,2.0,2.0,3.0,3.0,5,0.8,2.0,0.0,5.0,10.0,5,62.0,0.000409116
42271271,9.0,0,16,16,0,0.0,0.0,16,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,35.0,5.0,1.0,1948.0,1.0,3.0,1.0,3.0,9000.0,3.0,2,2,2,2,2,1.0,0.0,0.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,6.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,5.0,1.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,6.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,7,1,2,4,3,5.0,2,2.0,2.0,3.0,3.0,5,1.6,1.0,0.0,5.0,16.0,5,62.0,0.000409116
42271272,4.0,0,13,9,0,3.2,0.35,4,2.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,5.0,35.0,5.0,2.0,1948.0,1.0,3.0,6.0,3.0,9000.0,3.0,1,2,2,2,2,1.0,2.2,0.5,3.0,2.0,2.0,3.0,4.0,4.0,6.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,4.0,4.0,6.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,7,1,2,4,3,5.0,1,4.0,1.0,1.0,4.0,5,2.5,1.0,4.0,1.0,,5,62.0,0.000367986
42271337,10.0,6,254,40,26,70.0,19.45,167,1.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,5.0,20.0,2.0,1.0,1942.0,1.0,1.0,9.0,5.0,3250.0,3.0,2,2,1,2,2,1.0,0.0,27.87,3.0,6.0,6.0,4.0,4.0,5.0,6.0,6.0,4.0,4.0,4.0,6.0,4.0,3.0,4.0,6.0,4.0,3.0,4.0,3.0,4.0,3.0,6.0,3.0,5.0,4.0,6.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,3.0,6.0,6.0,3.0,6.0,3.0,6.0,4.0,6.0,6.0,6.0,6.0,6.0,4.0,6.0,6.0,3.0,4.0,4.0,6.0,3.0,7,1,2,4,3,5.0,2,1.0,2.0,2.0,1.0,5,207.0,0.0,188.0,5.0,229.0,5,68.0,0.0003213
42271395,4.0,0,23,19,0,3.2,0.31,4,5.0,3.0,1.0,0.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,5.5,10.0,5.0,1.0,1968.0,1.0,3.0,1.0,3.0,9000.0,4.0,2,2,2,2,1,1.0,3.2,0.44,4.0,1.0,1.0,2.0,4.0,5.0,2.0,5.0,2.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,5.0,1.0,4.0,2.0,5.0,5.0,4.0,2.0,5.0,5.0,3.0,2.0,5.0,4.0,1.0,3.0,4.0,3.0,4.0,2.0,4.0,1.0,2.0,5.0,2.0,4.0,4.0,5.0,5.0,2.0,2.0,5.0,1.0,3.0,2.0,4.0,4.0,4.0,3.0,7,1,2,4,3,5.0,1,3.0,2.0,2.0,3.0,5,2.0,1.0,4.0,5.0,5.0,5,42.0,0.000109132
42271422,1.0,4,113,38,15,23.4,3.63,50,3.0,1.0,2.0,0.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,4.0,9.0,,1.0,1975.0,1.0,3.0,1.0,5.0,7384.0,3.0,2,2,2,2,2,1.0,23.4,5.2,1.0,3.0,4.0,3.0,3.0,5.0,5.0,3.0,4.0,4.0,1.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,3.0,5.0,4.0,3.0,4.0,3.0,1.0,1.0,5.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,4.0,4.0,4.0,4.0,2.0,7,1,2,4,3,6.0,2,2.0,1.0,1.0,3.0,5,34.0,1.0,60.0,3.0,60.0,5,35.0,0.000967286
42271423,11.0,4,147,53,11,17.0,6.26,78,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,2.0,1.0,4.0,8.0,2.0,1.0,1926.0,1.0,2.0,9.0,2.0,3250.0,7.0,1,2,2,2,2,1.0,8.5,8.97,3.0,4.0,2.0,1.0,3.0,4.0,6.0,6.0,6.0,4.0,4.0,3.0,4.0,1.0,4.0,6.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,1.0,3.0,1.0,2.0,4.0,4.0,2.0,1.0,2.0,4.0,2.0,3.0,4.0,4.0,6.0,4.0,2.0,4.0,6.0,3.0,4.0,4.0,4.0,4.0,3.0,7,1,2,4,3,1.0,3,4.0,2.0,2.0,3.0,5,56.5,0.0,83.0,4.0,144.0,5,84.0,0.000296889
42280033,11.0,0,3,3,0,0.0,0.05,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,48.0,3.0,1.0,1934.0,1.0,1.0,9.0,2.0,5000.0,4.0,1,2,2,2,2,1.0,2.2,0.07,2.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,6.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,7,1,2,4,3,5.0,1,2.0,2.0,2.0,3.0,5,0.4,1.0,0.0,4.0,2.0,5,76.0,8.57e-05
42280033,6.0,0,19,14,0,3.8,0.45,7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,48.0,3.0,1.0,1934.0,1.0,1.0,9.0,2.0,5000.0,4.0,1,2,2,2,2,1.0,2.2,0.64,2.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,6.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,7,1,2,4,3,5.0,1,2.0,2.0,2.0,3.0,5,4.0,1.0,5.0,4.0,5.0,5,76.0,8.57e-05
42280033,4.0,0,19,12,0,3.8,0.47,7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,48.0,3.0,1.0,1934.0,1.0,1.0,9.0,2.0,5000.0,4.0,1,2,2,2,2,1.0,2.2,0.67,2.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,6.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,7,1,2,4,3,5.0,1,2.0,2.0,2.0,3.0,5,4.5,1.0,7.0,4.0,5.0,5,76.0,8.57e-05
42280034,4.0,0,24,17,0,3.8,0.47,7,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,48.0,3.0,1.0,1934.0,1.0,1.0,9.0,2.0,5000.0,4.0,1,2,2,2,2,1.0,2.2,0.67,2.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,6.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,7,1,2,4,3,5.0,1,2.0,2.0,2.0,3.0,5,4.5,1.0,7.0,4.0,5.0,5,76.0,8.57e-05
42280034,9.0,0,4,4,0,0.0,0.05,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,48.0,3.0,1.0,1934.0,1.0,1.0,9.0,2.0,5000.0,4.0,1,2,2,2,2,1.0,2.2,0.07,2.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,6.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,7,1,2,4,3,5.0,1,2.0,2.0,2.0,3.0,5,0.35,1.0,0.0,4.0,5.0,5,76.0,8.57e-05
42280034,10.0,0,4,4,0,0.0,0.07,1,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,48.0,3.0,1.0,1934.0,1.0,1.0,9.0,2.0,5000.0,4.0,1,2,2,2,2,1.0,2.2,0.1,2.0,4.0,4.0,3.0,4.0,4.0,6.0,6.0,3.0,5.0,4.0,4.0,4.0,2.0,5.0,6.0,4.0,3.0,5.0,4.0,4.0,2.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,1.0,2.0,5.0,2.0,3.0,4.0,4.0,6.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,7,1,2,4,3,5.0,1,2.0,2.0,2.0,3.0,5,0.5,1.0,0.0,4.0,2.0,5,76.0,8.57e-05
42280110,1.0,0,33,20,0,7.6,0.94,14,4.0,0.0,1.0,1.0,3.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,6.0,20.0,6.0,1.0,1989.0,1.0,6.0,8.0,2.0,15000.0,5.0,2,2,2,2,1,2.0,7.6,1.35,4.0,3.0,1.0,3.0,5.0,5.0,5.0,1.0,3.0,4.0,1.0,3.0,5.0,1.0,5.0,6.0,2.0,3.0,6.0,2.0,4.0,3.0,1.0,1.0,5.0,3.0,5.0,3.0,4.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,1.0,3.0,3.0,5.0,5.0,4.0,2.0,7,1,2,4,3,5.0,2,3.0,2.0,2.0,3.0,5,8.0,1.0,13.0,3.0,20.0,5,21.0,0.000258025
42280200,1.0,1,42,2,2,11.0,3.15,41,3.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,5.0,10.0,4.0,2.0,1970.0,1.0,3.0,1.0,6.0,7000.0,3.0,2,2,2,2,2,1.0,11.0,4.51,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,6.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,6.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,1.0,7,1,2,4,3,5.0,1,3.0,2.0,2.0,3.0,5,30.0,1.0,38.0,3.0,28.0,5,40.0,0.000367986
42280200,9.0,1,35,0,24,5.0,0.63,9,3.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,5.0,10.0,4.0,2.0,1970.0,1.0,3.0,1.0,6.0,7000.0,3.0,2,2,2,2,2,1.0,5.0,0.9,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,6.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,6.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,7,1,2,4,3,5.0,1,3.0,2.0,2.0,3.0,5,6.0,1.0,11.0,3.0,,5,40.0,0.000367986
42280200,4.0,0,8,0,0,3.8,0.45,7,3.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,5.0,10.0,4.0,2.0,1970.0,1.0,3.0,1.0,6.0,7000.0,3.0,2,2,2,2,2,1.0,3.8,0.64,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,2.0,4.0,2.0,4.0,4.0,2.0,6.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,4.0,6.0,2.0,2.0,4.0,1.0,2.0,2.0,4.0,3.0,2.0,3.0,7,1,2,4,3,5.0,1,3.0,2.0,2.0,3.0,5,4.0,1.0,8.0,3.0,15.0,5,40.0,0.000367986
42280369,1.0,4,181,28,25,23.4,7.68,92,4.0,2.0,0.0,0.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,4.0,5.0,3.0,2.0,1975.0,1.0,7.0,2.0,2.0,5000.0,7.0,1,2,2,1,2,2.0,11.7,11.01,5.0,5.0,1.0,2.0,5.0,5.0,3.0,4.0,4.0,6.0,3.0,3.0,5.0,2.0,5.0,4.0,3.0,1.0,6.0,6.0,6.0,4.0,6.0,2.0,5.0,5.0,1.0,1.0,5.0,,1.0,3.0,4.0,3.0,5.0,3.0,4.0,1.0,2.0,6.0,3.0,3.0,5.0,5.0,4.0,2.0,2.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,1.0,7,1,2,4,3,4.0,2,3.0,2.0,2.0,3.0,5,71.0,0.0,128.0,3.0,138.0,5,35.0,0.000340556
42280523,1.0,4,127,38,19,22.0,4.86,62,4.0,0.0,2.0,0.0,1.0,0.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,4.5,20.0,3.0,1.0,1963.0,1.0,3.0,1.0,6.0,5000.0,3.0,2,2,2,2,2,1.0,22.0,6.96,1.0,1.0,4.0,4.0,2.0,4.0,3.0,6.0,6.0,1.0,1.0,5.0,5.0,2.0,6.0,4.0,4.0,1.0,4.0,4.0,2.0,1.0,5.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,4.0,4.0,2.0,2.0,5.0,4.0,2.0,5.0,4.0,1.0,3.0,4.0,1.0,7,1,2,4,3,5.0,2,2.0,2.0,3.0,3.0,5,47.0,1.0,70.0,3.0,65.0,5,47.0,0.000409116
42280539,1.0,6,137,36,0,22.0,6.1,76,5.0,2.0,1.0,0.0,5.0,1.0,3.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,7.0,15.0,,1.0,1962.0,1.0,3.0,1.0,6.0,9035.0,6.0,2,2,2,1,2,1.0,0.0,8.74,4.0,4.0,2.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,5.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,5.0,3.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,1.0,7,1,2,4,3,5.0,2,4.0,1.0,1.0,3.0,5,58.0,0.0,101.0,5.0,143.0,5,48.0,0.000109132
